timestamp,kpi_value,anomaly_label
09/10/13 16:25,9926554,1
09/10/13 16:30,50745578,1
09/10/13 16:35,61519397,1
09/10/13 16:40,55996401,1
09/10/13 16:45,40876988,1
09/10/13 16:50,27578939,1
09/10/13 16:55,21556437,1
09/10/13 17:00,17440444.6,0
09/10/13 17:05,15573374,0
09/10/13 17:10,16861197.6,0
09/10/13 17:15,15478144.6,1
09/10/13 17:20,13678676.6,1
09/10/13 17:25,11499313.8,1
09/10/13 17:30,12124202.8,1
09/10/13 17:35,9052782.8,1
09/10/13 17:40,8203117.2,1
09/10/13 17:45,8309003,1
09/10/13 17:50,7288143.8,1
09/10/13 17:55,8049176.2,1
09/10/13 18:00,7444835.6,1
09/10/13 18:05,6954155.4,1
09/10/13 18:10,7231045,1
09/10/13 18:15,8040165.8,1
09/10/13 18:20,8041010.6,1
09/10/13 18:25,8631127,1
09/10/13 18:30,10871151.8,1
09/10/13 18:35,12124409.6,1
09/10/13 18:40,13318374.8,1
09/10/13 18:45,13666994.4,1
09/10/13 18:50,14298954,1
09/10/13 18:55,12679300,1
09/10/13 19:00,13892004.8,1
09/10/13 19:05,14145179.8,1
09/10/13 19:10,13505345.2,1
09/10/13 19:15,12603028.8,1
09/10/13 19:20,12435453.8,1
09/10/13 19:25,12193640.4,1
09/10/13 19:30,11542288,1
09/10/13 19:35,11432968.6,1
09/10/13 19:40,12384512.2,1
09/10/13 19:45,11534099.6,1
09/10/13 19:50,14190782.8,1
09/10/13 19:55,10355034.8,1
09/10/13 20:00,11658785.8,1
09/10/13 20:05,11139206.8,1
09/10/13 20:10,8083117.8,1
09/10/13 20:15,8599227.6,1
09/10/13 20:20,9273135.2,1
09/10/13 20:25,10097324.2,1
09/10/13 20:30,7103913.6,1
09/10/13 20:35,6885343,1
09/10/13 20:40,9448017.6,1
09/10/13 20:45,9151835.2,1
09/10/13 20:50,7744279.8,1
09/10/13 20:55,8781789.8,1
09/10/13 21:00,8182947.4,1
09/10/13 21:05,8303328.2,1
09/10/13 21:10,7031833.4,1
09/10/13 21:15,8185888.6,1
09/10/13 21:20,8057902,1
09/10/13 21:25,7633338,1
09/10/13 21:30,6917495.8,1
09/10/13 21:35,6870317,1
09/10/13 21:40,7294645.6,1
09/10/13 21:45,5611490.2,1
09/10/13 21:50,6072482.4,1
09/10/13 21:55,5285099.8,1
09/10/13 22:00,6168137.2,1
09/10/13 22:05,5984117.8,1
09/10/13 22:10,5378818.4,1
09/10/13 22:15,4649463.4,1
09/10/13 22:20,4785452.6,1
09/10/13 22:25,3547037.6,1
09/10/13 22:30,4001507.2,1
09/10/13 22:35,3605455.2,1
09/10/13 22:40,3690194,1
09/10/13 22:45,3352156.8,1
09/10/13 22:50,3301986.2,1
09/10/13 22:55,3269069.2,1
09/10/13 23:00,3290852.4,1
